control_number_001,080_udc_number,udc_label_en
NBA01-004226643,7,Applied sciences
NBA01-004226662,75,Painting. Drawing
NBA01-004226754,811.174,
NBA01-004226758,821.174.09,Latvian literature: history and criticism
NBA01-004226763,821.174.09,Latvian literature: history and criticism
NBA01-004226766,821.174.09,Latvian literature: history and criticism
NBA01-004226773,821.174.09,Latvian literature: history and criticism
NBA01-004226777,82.09,Literary studies. History and criticism of literature
NBA01-004226779,821.174.09,Latvian literature: history and criticism
NBA01-004226782,94(474.3),Latvia (geographic area)
NBA01-004226800,75,Painting. Drawing
NBA01-004226801,82.09,Literary studies. History and criticism of literature
NBA01-004226802,94,
NBA01-004226837,069,Museums
NBA01-004226860,75,Painting. Drawing
NBA01-004226871,73,Plastic arts
NBA01-004226872,75,Painting. Drawing
NBA01-004226888,06,
NBA01-004226900,75,Painting. Drawing
NBA01-004226990,77,Photography and similar processes
NBA01-004226999,77,Photography and similar processes
NBA01-004227007,821.174.09,Latvian literature: history and criticism
NBA01-004227008,791,Cinema. Films
NBA01-004227027,94(474.3),Latvia (geographic area)
NBA01-004227028,75,Painting. Drawing
NBA01-004227047,745/749,Decorative arts. Applied arts
NBA01-004227060,7,Applied sciences
NBA01-004227062,75,Painting. Drawing
NBA01-004227077,75,Painting. Drawing
NBA01-004227118,069,Museums
NBA01-004227119,73,Plastic arts
NBA01-004227121,75,Painting. Drawing
NBA01-004227126,374,
NBA01-004227137,75,Painting. Drawing
NBA01-004227139,73,Plastic arts
NBA01-004227152,75,Painting. Drawing
NBA01-004227161,791,Cinema. Films
NBA01-004227278,745/749,Decorative arts. Applied arts
NBA01-004227302,78,Music
NBA01-004227304,791,Cinema. Films
NBA01-004227345,7,Applied sciences
NBA01-004227353,7,Applied sciences
NBA01-004227358,78,Music
NBA01-004227394,2,Religion. Theology
NBA01-004227423,792,Theatre. Stagecraft. Performing arts
NBA01-004227429,792,Theatre. Stagecraft. Performing arts
NBA01-004227431,328,
NBA01-004227432,2,Religion. Theology
NBA01-004227435,94(474.3),Latvia (geographic area)
NBA01-004227436,75,Painting. Drawing
NBA01-004227437,745/749,Decorative arts. Applied arts
NBA01-004227440,75,Painting. Drawing
NBA01-004227449,821.174.09,Latvian literature: history and criticism
NBA01-004227462,7,Applied sciences
NBA01-004227507,7,Applied sciences
NBA01-004227527,008,General serial publications
NBA01-004227562,323,
NBA01-004227565,31,
NBA01-004227567,329,
NBA01-004227568,94,
NBA01-004227607,75,Painting. Drawing
NBA01-004227608,82.09,Literary studies. History and criticism of literature
NBA01-004227639,821.174.09,Latvian literature: history and criticism
NBA01-004227640,7,Applied sciences
NBA01-004227644,78,Music
NBA01-004227647,069,Museums
NBA01-004227655,821.174.09,Latvian literature: history and criticism
NBA01-004227692,77,Photography and similar processes
NBA01-004227694,791,Cinema. Films
NBA01-004227708,73,Plastic arts
NBA01-004227712,78,Music
NBA01-004227722,793.3,Indoor games and sport
NBA01-004227797,75,Painting. Drawing
NBA01-004227870,821.174.09,Latvian literature: history and criticism
NBA01-004227876,75,Painting. Drawing
NBA01-004227879,792,Theatre. Stagecraft. Performing arts
NBA01-004227880,745/749,Decorative arts. Applied arts
NBA01-004227890,82.09,Literary studies. History and criticism of literature
NBA01-004227929,82.09,Literary studies. History and criticism of literature
NBA01-004227964,73,Plastic arts
NBA01-004227968,821.174.09,Latvian literature: history and criticism
NBA01-004227988,791,Cinema. Films
NBA01-004227991,02,
NBA01-004228007,75,Painting. Drawing
NBA01-004228025,821.174.09,Latvian literature: history and criticism
NBA01-004228050,77,Photography and similar processes
NBA01-004228063,75,Painting. Drawing
NBA01-004228072,77,Photography and similar processes
NBA01-004228127,745/749,Decorative arts. Applied arts
NBA01-004228146,77,Photography and similar processes
NBA01-004228152,75,Painting. Drawing
NBA01-004228192,78,Music
NBA01-004228230,94(474.3),Latvia (geographic area)
NBA01-004228250,791,Cinema. Films
NBA01-004228312,791,Cinema. Films
NBA01-004228314,7,Applied sciences
NBA01-004228321,791,Cinema. Films
NBA01-004228339,821.174.09,Latvian literature: history and criticism
NBA01-004228474,75,Painting. Drawing
NBA01-004228520,745/749,Decorative arts. Applied arts
NBA01-004228523,792,Theatre. Stagecraft. Performing arts
NBA01-004228558,792,Theatre. Stagecraft. Performing arts
NBA01-004228562,78,Music
NBA01-004228564,791,Cinema. Films
NBA01-004228565,78,Music
NBA01-004228569,791,Cinema. Films
NBA01-004228598,7,Applied sciences
NBA01-004228599,745/749,Decorative arts. Applied arts
NBA01-004228680,78,Music
NBA01-004228681,78,Music
NBA01-004228685,78,Music
NBA01-004228692,82.09,Literary studies. History and criticism of literature
NBA01-004228695,75,Painting. Drawing
NBA01-004228702,791,Cinema. Films
NBA01-004228708,745/749,Decorative arts. Applied arts
NBA01-004228714,745/749,Decorative arts. Applied arts
NBA01-004228731,793.3,Indoor games and sport
NBA01-004228763,82.09,Literary studies. History and criticism of literature
NBA01-004228764,82.09,Literary studies. History and criticism of literature
NBA01-004228769,82.09,Literary studies. History and criticism of literature
NBA01-004228841,82.09,Literary studies. History and criticism of literature
NBA01-004228843,793.3,Indoor games and sport
NBA01-004228853,77,Photography and similar processes
NBA01-004228902,741/744,
NBA01-004228906,78,Music
NBA01-004228914,745/749,Decorative arts. Applied arts
NBA01-004228959,7,Applied sciences
NBA01-004228963,821.174.09,Latvian literature: history and criticism
NBA01-004229069,77,Photography and similar processes
NBA01-004229086,78,Music
NBA01-004229094,791,Cinema. Films
NBA01-004229154,745/749,Decorative arts. Applied arts
NBA01-004229158,355.48,
NBA01-004229161,821.174.09,Latvian literature: history and criticism
NBA01-004229169,821.174.09,Latvian literature: history and criticism
NBA01-004229207,791,Cinema. Films
NBA01-004229221,77,Photography and similar processes
NBA01-004229256,791,Cinema. Films
NBA01-004229257,791,Cinema. Films
NBA01-004229275,77,Photography and similar processes
NBA01-004229285,069,Museums
NBA01-004229293,82.09,Literary studies. History and criticism of literature
NBA01-004229303,791,Cinema. Films
NBA01-004229311,77,Photography and similar processes
NBA01-004229320,7,Applied sciences
NBA01-004229350,77,Photography and similar processes
NBA01-004229371,94(474.3),Latvia (geographic area)
NBA01-004229374,791,Cinema. Films
NBA01-004229392,73,Plastic arts
NBA01-004229396,78,Music
NBA01-004229403,791,Cinema. Films
NBA01-004229420,82.09,Literary studies. History and criticism of literature
NBA01-004229432,75,Painting. Drawing
NBA01-004229459,78,Music
NBA01-004229576,791,Cinema. Films
NBA01-004229583,791,Cinema. Films
NBA01-004229589,791,Cinema. Films
NBA01-004229599,791,Cinema. Films
NBA01-004229602,791,Cinema. Films
NBA01-004229606,791,Cinema. Films
NBA01-004229666,793.3,Indoor games and sport
NBA01-004229689,791,Cinema. Films
NBA01-004229691,821.174.09,Latvian literature: history and criticism
NBA01-004229696,82.09,Literary studies. History and criticism of literature
NBA01-004229702,7,Applied sciences
NBA01-004229704,78,Music
NBA01-004229749,791,Cinema. Films
NBA01-004229751,791,Cinema. Films
NBA01-004229753,791,Cinema. Films
NBA01-004229755,791,Cinema. Films
NBA01-004229769,78,Music
NBA01-004229780,75,Painting. Drawing
NBA01-004229795,75,Painting. Drawing
NBA01-004229812,821.174.09,Latvian literature: history and criticism
NBA01-004229857,75,Painting. Drawing
NBA01-004229883,75,Painting. Drawing
NBA01-004229887,82.09,Literary studies. History and criticism of literature
NBA01-004229934,78,Music
NBA01-004229944,791,Cinema. Films
NBA01-004230035,791,Cinema. Films
NBA01-004230057,791,Cinema. Films
NBA01-004230066,791,Cinema. Films
NBA01-004230076,78,Music
NBA01-004230084,821.174.09,Latvian literature: history and criticism
NBA01-004230098,070,
NBA01-004230105,791,Cinema. Films
NBA01-004230125,792,Theatre. Stagecraft. Performing arts
NBA01-004230127,821.174.09,Latvian literature: history and criticism
NBA01-004230128,791,Cinema. Films
NBA01-004230129,82.09,Literary studies. History and criticism of literature
NBA01-004230135,791,Cinema. Films
NBA01-004230140,821.174.09,Latvian literature: history and criticism
NBA01-004230141,791,Cinema. Films
NBA01-004230152,75,Painting. Drawing
NBA01-004230176,791,Cinema. Films
NBA01-004230178,791,Cinema. Films
NBA01-004230180,791,Cinema. Films
NBA01-004230190,791,Cinema. Films
NBA01-004230196,82.09,Literary studies. History and criticism of literature
NBA01-004230199,791,Cinema. Films
NBA01-004230215,791,Cinema. Films
NBA01-004230221,821.174.09,Latvian literature: history and criticism
NBA01-004230227,791,Cinema. Films
NBA01-004230287,791,Cinema. Films
NBA01-004230289,82.09,Literary studies. History and criticism of literature
NBA01-004230296,791,Cinema. Films
NBA01-004230309,791,Cinema. Films
NBA01-004230326,793.3,Indoor games and sport
NBA01-004230332,77,Photography and similar processes
NBA01-004230357,821.174.09,Latvian literature: history and criticism
NBA01-004230375,78,Music
NBA01-004230382,821.174.09,Latvian literature: history and criticism
NBA01-004230383,792,Theatre. Stagecraft. Performing arts
NBA01-004230387,792,Theatre. Stagecraft. Performing arts
NBA01-004230389,792,Theatre. Stagecraft. Performing arts
NBA01-004230468,792,Theatre. Stagecraft. Performing arts
NBA01-004230469,791,Cinema. Films
NBA01-004230477,76,
NBA01-004230480,75,Painting. Drawing
NBA01-004230541,792,Theatre. Stagecraft. Performing arts
NBA01-004230545,791,Cinema. Films
NBA01-004230551,792,Theatre. Stagecraft. Performing arts
NBA01-004230554,792,Theatre. Stagecraft. Performing arts
NBA01-004230557,792,Theatre. Stagecraft. Performing arts
NBA01-004230565,792,Theatre. Stagecraft. Performing arts
NBA01-004230567,2,Religion. Theology
NBA01-004230569,2,Religion. Theology
NBA01-004230573,2,Religion. Theology
NBA01-004230575,94(474.3),Latvia (geographic area)
NBA01-004230583,94(474.3),Latvia (geographic area)
NBA01-004230602,821.174.09,Latvian literature: history and criticism
NBA01-004230608,821.174.09,Latvian literature: history and criticism
NBA01-004230782,02,
NBA01-004230818,791,Cinema. Films
NBA01-004230860,791,Cinema. Films
NBA01-004230861,791,Cinema. Films
NBA01-004230863,791,Cinema. Films
NBA01-004230864,78,Music
NBA01-004230907,78,Music
NBA01-004230908,78,Music
NBA01-004230910,78,Music
NBA01-004230912,78,Music
NBA01-004230913,78,Music
NBA01-004230915,78,Music
NBA01-004230916,78,Music
NBA01-004230918,78,Music
NBA01-004230951,82.09,Literary studies. History and criticism of literature
NBA01-004230953,75,Painting. Drawing
NBA01-004231080,13,
NBA01-004231160,792,Theatre. Stagecraft. Performing arts
NBA01-004231162,78,Music
NBA01-004231167,636,
NBA01-004231182,791,Cinema. Films
NBA01-004231186,791,Cinema. Films
NBA01-004231188,791,Cinema. Films
NBA01-004231189,791,Cinema. Films
NBA01-004231191,791,Cinema. Films
NBA01-004231192,791,Cinema. Films
NBA01-004231201,791,Cinema. Films
NBA01-004231204,78,Music
NBA01-004231211,636,
NBA01-004231219,821.174.09,Latvian literature: history and criticism
NBA01-004231243,82.09,Literary studies. History and criticism of literature
NBA01-004231253,791,Cinema. Films
NBA01-004231256,069,Museums
NBA01-004231265,745/749,Decorative arts. Applied arts
NBA01-004231268,77,Photography and similar processes
NBA01-004231271,636,
NBA01-004231280,069,Museums
NBA01-004231349,791,Cinema. Films
NBA01-004231377,791,Cinema. Films
NBA01-004231393,78,Music
NBA01-004231469,351,
NBA01-004231473,77,Photography and similar processes
NBA01-004231494,791,Cinema. Films
NBA01-004231495,791,Cinema. Films
NBA01-004231496,791,Cinema. Films
NBA01-004231555,7,Applied sciences
NBA01-004231578,791,Cinema. Films
NBA01-004231583,791,Cinema. Films
NBA01-004231673,7,Applied sciences
NBA01-004231679,069,Museums
NBA01-004231787,791,Cinema. Films
NBA01-004231810,7,Applied sciences
NBA01-004231856,339,
NBA01-004231860,339,
NBA01-004231870,339,
NBA01-004231961,821.174.09,Latvian literature: history and criticism
NBA01-004232001,791,Cinema. Films
NBA01-004232035,82.09,Literary studies. History and criticism of literature
NBA01-004232041,75,Painting. Drawing
NBA01-004232231,77,Photography and similar processes
NBA01-004232249,75,Painting. Drawing
NBA01-004232294,75,Painting. Drawing
NBA01-004232317,069,Museums
NBA01-004232336,75,Painting. Drawing
NBA01-004232443,821.174.09,Latvian literature: history and criticism
NBA01-004232447,791,Cinema. Films
NBA01-004232449,78,Music
NBA01-004232451,792,Theatre. Stagecraft. Performing arts
NBA01-004232453,7,Applied sciences
NBA01-004232463,069,Museums
NBA01-004232528,791,Cinema. Films
NBA01-004232542,791,Cinema. Films
NBA01-004232554,745/749,Decorative arts. Applied arts
NBA01-004232580,77,Photography and similar processes
NBA01-004232590,02,
NBA01-004232625,73,Plastic arts
NBA01-004232629,792,Theatre. Stagecraft. Performing arts
NBA01-004232789,78,Music
NBA01-004232797,75,Painting. Drawing
NBA01-004232803,13,
NBA01-004232804,82.09,Literary studies. History and criticism of literature
NBA01-004232816,75,Painting. Drawing
NBA01-004232870,791,Cinema. Films
NBA01-004232871,791,Cinema. Films
NBA01-004232872,791,Cinema. Films
NBA01-004232874,791,Cinema. Films
NBA01-004232877,791,Cinema. Films
NBA01-004232922,75,Painting. Drawing
NBA01-004232952,75,Painting. Drawing
NBA01-004233005,77,Photography and similar processes
NBA01-004233034,821.174.09,Latvian literature: history and criticism
NBA01-004233052,793.3,Indoor games and sport
NBA01-004233078,745/749,Decorative arts. Applied arts
NBA01-004233081,745/749,Decorative arts. Applied arts
NBA01-004233238,745/749,Decorative arts. Applied arts
NBA01-004233303,78,Music
NBA01-004233307,821.174.09,Latvian literature: history and criticism
NBA01-004233338,91,
NBA01-004233354,821.174.09,Latvian literature: history and criticism
NBA01-004233388,791,Cinema. Films
NBA01-004233397,791,Cinema. Films
NBA01-004233405,792,Theatre. Stagecraft. Performing arts
NBA01-004233440,791,Cinema. Films
NBA01-004233441,73,Plastic arts
NBA01-004233444,821.174.09,Latvian literature: history and criticism
NBA01-004233446,78,Music
NBA01-004233469,069,Museums
NBA01-004233471,75,Painting. Drawing
NBA01-004233536,791,Cinema. Films
NBA01-004233614,793.3,Indoor games and sport
NBA01-004233676,2,Religion. Theology
NBA01-004233687,791,Cinema. Films
NBA01-004233800,791,Cinema. Films
NBA01-004233842,75,Painting. Drawing
NBA01-004233885,77,Photography and similar processes
NBA01-004233957,741/744,
NBA01-004233997,75,Painting. Drawing
NBA01-004234000,75,Painting. Drawing
NBA01-004234037,77,Photography and similar processes
NBA01-004234053,94(474.3),Latvia (geographic area)
NBA01-004234071,636,
NBA01-004234097,791,Cinema. Films
NBA01-004234134,796,
